id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
142436,on,2020,netzero,high,high,ref,low,no,low,39.9460961,residential buildings
142499,on,2020,netzero,ref,high,low,low,no,low,39.9416838,residential buildings
142562,on,2020,netzero,low,high,low,low,no,low,39.93683524,residential buildings
142625,on,2020,netzero,high,high,low,low,no,low,39.9460961,residential buildings
142688,on,2020,netzero,ref,high,high,low,no,low,39.9416838,residential buildings
142751,on,2020,netzero,low,high,high,low,no,low,39.93683524,residential buildings
142814,on,2020,netzero,high,high,high,low,no,low,39.9460961,residential buildings
142877,on,2020,netzero,ref,high,ref,low,yes,low,39.9416838,residential buildings
27273,on,2025,legislated,ref,ref,ref,ref,no,high,46.08354885,residential buildings
27336,on,2025,legislated,low,ref,ref,ref,no,high,45.87415424,residential buildings
27399,on,2025,legislated,low,ref,ref,ref,yes,high,45.87415424,residential buildings
27462,on,2025,legislated,low,high,ref,low,yes,high,45.69872537,residential buildings
27525,on,2025,legislated,high,high,ref,low,yes,high,45.74516648,residential buildings
27588,on,2025,legislated,ref,high,low,low,yes,high,45.89572918,residential buildings
27651,on,2025,legislated,low,high,low,low,yes,high,45.69867086,residential buildings
27714,on,2025,legislated,high,high,low,low,yes,high,45.74460701,residential buildings
27777,on,2025,legislated,ref,high,high,low,yes,high,45.8958444,residential buildings
27840,on,2025,legislated,low,high,high,low,yes,high,45.69887279,residential buildings
27903,on,2025,legislated,high,high,high,low,yes,high,45.74460106,residential buildings
27966,on,2025,legislated,high,ref,ref,ref,yes,high,45.85843939,residential buildings
28029,on,2025,legislated,ref,ref,low,ref,yes,high,46.08353126,residential buildings
28092,on,2025,legislated,low,ref,low,ref,yes,high,45.87469007,residential buildings
28155,on,2025,legislated,high,ref,low,ref,yes,high,45.85834409,residential buildings
28218,on,2025,legislated,ref,ref,high,ref,yes,high,46.08363739,residential buildings
28281,on,2025,legislated,low,ref,high,ref,yes,high,45.87439404,residential buildings
28344,on,2025,legislated,high,ref,high,ref,yes,high,45.85853974,residential buildings
28407,on,2025,legislated,ref,low,ref,ref,no,high,46.08572979,residential buildings
28470,on,2025,legislated,low,low,ref,ref,no,high,45.87524556,residential buildings
28533,on,2025,legislated,high,ref,ref,ref,no,high,45.85843939,residential buildings
28596,on,2025,legislated,high,low,ref,ref,no,high,45.86006213,residential buildings
28659,on,2025,legislated,ref,low,low,ref,no,high,46.08559717,residential buildings
28722,on,2025,legislated,low,low,low,ref,no,high,45.87571496,residential buildings
28785,on,2025,legislated,high,low,low,ref,no,high,45.85977983,residential buildings
28848,on,2025,legislated,ref,low,high,ref,no,high,46.08565646,residential buildings
28911,on,2025,legislated,low,low,high,ref,no,high,45.87589967,residential buildings
28974,on,2025,legislated,high,low,high,ref,no,high,45.85944646,residential buildings
29037,on,2025,legislated,ref,low,ref,ref,yes,high,46.08572979,residential buildings
29100,on,2025,legislated,low,low,ref,ref,yes,high,45.87524556,residential buildings
29163,on,2025,legislated,high,low,ref,ref,yes,high,45.86006213,residential buildings
29226,on,2025,legislated,ref,ref,low,ref,no,high,46.08353126,residential buildings
29289,on,2025,legislated,ref,low,low,ref,yes,high,46.08559717,residential buildings
29352,on,2025,legislated,low,low,low,ref,yes,high,45.87571496,residential buildings
29415,on,2025,legislated,high,low,low,ref,yes,high,45.85977983,residential buildings
29478,on,2025,legislated,ref,low,high,ref,yes,high,46.08565646,residential buildings
29541,on,2025,legislated,low,low,high,ref,yes,high,45.87589967,residential buildings
